OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
118,Lupton Truck Stop #567,"I-40, EXIT 359",Lupton,AZ,580,3.299,35.3539127,-109.053701
121,PETRO STOPPING CENTER #306,"I-10, EXIT 200",Eloy,AZ,930,3.474,32.7551703,-111.553493
127,CIRCLE K #4700095,US-41,Henderson,KY,340,3.609,37.76721,-87.5573742
128,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",Effingham                               ,IL,510,3.399,39.0520902,-88.6029006
128,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",Effingham                               ,IL,510,3.349,39.0520902,-88.6029006
128,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",Effingham                               ,IL,510,3.549,39.0520902,-88.6029006
135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,290,3.589,41.4208678,-90.0151121
135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,290,3.389,41.4208678,-90.0151121
135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,290,3.449,41.4208678,-90.0151121
147,SPEEDWAY #8039,"I-69, EXIT 234 & SR-67",Daleville,IN,375,3.624,40.1211546,-85.5580301
149,RAYS TRUCK WASH,"I-69, EXIT 309 & US-30",Fort Wayne                              ,IN,370,3.59233333,41.0799898,-85.1386015
151,CUBBYS #2101,"I-80, EXIT 211 & SR-47",Gothenburg,NE,475,3.13233333,40.9277324,-100.1619896
159,PILOT TRAVEL CENTER #87,"I-10, EXIT 343",Jacksonville,FL,75,3.859,30.3321838,-81.655651
159,PILOT TRAVEL CENTERS #87,"I-10, EXIT 343",Jacksonville,FL,75,3.859,30.3321838,-81.655651
160,PILOT TRAVEL CENTERS #79,"I-12, EXIT 10 AT MILE 10",Denham Springs                          ,LA,600,3.23233333,30.4868564,-90.9562125
164,FLYING J TRAVEL PLAZA #650,"I-94, EXIT 15 B",Lake Station                            ,IN,365,3.809,41.5750369,-87.2389246
167,FLYING J TRAVEL PLAZA #653,RT 2 & I-65 EXIT 240,Hebron,IN,365,3.43566666,41.3186482,-87.2003091
174,Hop-In Food Stores,US-59 & SR-224,Nacogdoches                             ,TX,618,2.859,31.5970503,-94.5927451
184,SAPP BROS TRAVEL CENTER,"I-29 & I-80, EXIT 1B",Council Bluffs,IA,486,3.719,41.258841,-95.8519484
186,COFFEE CUP FUEL STOP #5,"I-90, EXIT 154 & US-16",Moorcroft                               ,WY,822,3.239,44.263315,-104.950252
187,DUDLEYS CORNER,"I-35, EXIT 165 & SR-3",Latimer,IA,433,3.23233333,42.7635903,-93.3687645
191,KUM & GO #0302,"I-35, EXIT 193 & SR 106",Clear Lake,IA,433,3.18566666,43.1370751,-93.3813637
192,Brew Stuart Truckstop,"I-80, EXIT 93",Stuart                                  ,IA,320,3.099,41.5033213,-94.3185737
195,PETRO STOPPING CENTER #311,"I-40 & I-55, EXIT 280",West Memphis,AR,435,3.36733333,35.1464797,-90.1845388
198,SINCLAIR,"I-76, EXIT 115",Atwood,CO,800,3.299,40.5457265,-103.2798124
199,PETRO STOPPING CENTER #366,"I-70, EXIT 252",Salina,KS,523,3.80566666,38.8402805,-97.6114237
203,PILOT TRAVEL CENTER #31,"I-80/94, EXIT 2",Highland,IN,365,3.829,38.0450618,-87.562929
203,PILOT TRAVEL CENTERS #31,"I-80/94, EXIT 2",Highland,IN,365,3.799,38.0450618,-87.562929
207,MARATHON,SR-32,Sardinia                                ,OH,300,3.56566666,39.0078448,-83.8085377
216,CIRCLE K #2721593,"I-10, EXIT 50",Ocean Springs,MS,715,3.41566666,30.4112904,-88.8279165
217,NORTH 9TH 24/7,"I-70, EXIT 252",Salina,KS,523,3.02566666,38.8402805,-97.6114237
231,DERBY CITYS TRUCK PLAZA,"I-75, EXIT 62 & US-25",Mount Vernon,KY,410,2.999,37.3529436,-84.3404195
235,PILOT TRAVEL CENTERS #92,"I-75, EXIT 358",Ocala,FL,225,3.359,29.1871986,-82.1400923
235,PILOT TRAVEL CENTER #92,"I-75, EXIT 358",Ocala,FL,225,3.41233333,29.1871986,-82.1400923
240,LA 1 SOUTH TRUCKSTOP,"I-10, EXIT 153 & SR-1",Port Allen,LA,600,3.039,30.45335,-91.2100569
243,SAVE,US-41 & SR-10,Lake Village,IN,399,3.179,41.130062,-87.4388977
244,BIG D TRUCK TRAVEL PLAZA,"I-10, EXIT 92 & SR-95",Duson,LA,725,2.98233333,30.2378751,-92.1801925
248,Mardi Gras Truck Stop,"I-10, EXIT 236",New Orleans,LA,725,3.729,29.9759983,-90.0782127
250,GOLDEN OX TRUCK STOP,"I-70/US-40, EXIT 159 & US-183",Hays,KS,523,3.499,38.8709984,-99.3311525
253,LOVES TRAVEL STOP #450,"I-40, EXIT 280 & I-55, EXIT 4",West Memphis,AR,435,3.32566666,35.1464797,-90.1845388
256,BFS FOODS #66,"I-68/US-40, EXIT 22 & US-219",Grantsville                             ,MD,165,3.899,39.6991282,-79.1577212
257,PILOT TRAVEL CENTER #917- TOWN PUMP,I-15 & 31ST STREET EXIT 277,Great Falls                             ,MT,815,3.63566666,47.5048851,-111.29189
263,CASEYS #3956,I-94 EXIT 16,Bridgman,MI,465,3.559,41.9430986,-86.5569659
267,CORNER MARKET #117,SR-154 & SR-129,Dodge City,KS,357,3.399,37.7527982,-100.0170787
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.299,41.9153358,-83.5135665
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.249,41.9153358,-83.5135665
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.439,41.9153358,-83.5135665
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.349,41.9153358,-83.5135665
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.559,41.9153358,-83.5135665
278,CARLISLE PLAZA,US-41,Carlisle,IN,510,3.499,38.9622119,-87.4028708
281,CIRCLE K #4700065,"I-65, EXIT 76 & US-31",Taylorsville,IN,375,3.399,39.2958844,-85.9508264
289,LOVES TRAVEL STOP #173,"I-70, MM 209",Lawrence,KS,553,3.229,38.9719137,-95.2359403
292,PETES #56,US-169 & CR-5000,Cherryvale,KS,307,3.23233333,37.270344,-95.5524788
293,LOVES TRAVEL STOP #176,"I-35, MILE MARKER 97",Matfield Green,KS,336,3.25566666,38.1591843,-96.5605664
304,FL Roberts,"I-91, EXIT 4",Springfield,MA,100,3.599,42.1018764,-72.5886727
309,QUIKTRIP #231,"I-635, EXIT 3",Kansas City,KS,400,3.199,39.1134562,-94.626497
323,SAPP BROS TRAVEL CENTER,"I-80, EXIT 126",Ogallala,NE,475,3.46566666,41.1248328,-101.7189583
326,FLYING J TRAVEL PLAZA #748,"I-15, EXIT 357",Willard                                 ,UT,835,3.749,41.4085496,-112.03819
341,TA JACKSONVILLE SOUTH TRAVEL CENTER,"I-95, EXIT 329",Saint Johns,FL,75,3.469,29.9032284,-81.4145468
347,7-ELEVEN #40514,I-90/80-IN TOLL RD MM 22E,Portage,IN,365,3.99066666,41.5758708,-87.1761455
358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.769,42.098698,-75.9125187
358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.689,42.098698,-75.9125187
358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.699,42.098698,-75.9125187
358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.739,42.098698,-75.9125187
361,CIRCLE K #2726293,"I-295, EXIT 25",Jacksonville,FL,75,3.31566666,30.3321838,-81.655651
368,WILTON TRAVEL PLAZA,"I-87, EXIT 16",Gansevoort                              ,NY,12,3.749,43.1962051,-73.6513967
368,WILTON TRAVEL PLAZA,"I-87, EXIT 16",Gansevoort                              ,NY,12,3.799,43.1962051,-73.6513967
372,GAS DEPOT,"I-94, EXIT 5",Hammond,IN,365,3.999,41.6173959,-87.5220108
381,7-Eleven #41830,US-69 & US-135,Jacksonville,TX,630,2.91566666,31.963778,-95.2705042
387,Circle K #2709664,"I-8, EXIT 12",Yuma,AZ,930,3.489,32.723268,-114.6179954
388,Pilot Travel Centers #14,"I-71, EXIT 131",Sunbury,OH,315,3.719,40.2425623,-82.8590673
391,PILOT TRAVEL CENTERS #13,"I-71, EXIT 209",Seville,OH,305,3.699,41.010077,-81.8622222
403,TRUCKOMAT OF HEBRON,"I-70, EXIT 126 & SR-37",Hebron,OH,315,3.429,39.9617305,-82.4912676
407,FUEL MART #641,"I-80 & I-280, EXIT 71",Perrysburg                              ,OH,550,3.499,41.5571178,-83.6279321
421,PETRO STOPPING CENTER #316,"I-40 & I-35, EXIT 127",Oklahoma City,OK,483,3.30233333,35.4729886,-97.5170536
424,E EXPRESS,"I-40, EXIT 166",Choctaw,OK,483,2.899,34.0246234,-95.52055
425,Neighbors Express,"I-16, EXIT 51",Dublin                                  ,GA,85,3.299,32.5404447,-82.903754
442,WESTERN COOP,US-385 & SR-2,Alliance,NE,795,3.324,42.0971897,-102.8707145
455,MR FUEL #753,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.26566666,37.9287494,-77.4558151
456,THE COUNTRY OASIS,US-24,Woodburn                                ,IN,370,3.399,41.1253271,-84.8532963
458,HAPPY HILLS GAS & COFFEE,I-29 EXIT 110,Rock Port,MO,400,3.399,40.4111122,-95.5169286
460,TRUCK STOP 44,I-20 EXIT 44,Gilbert,SC,135,3.079,33.9243121,-81.3937132
461,SPINX #271,"I-26, EXIT 145 & US-601",Orangeburg,SC,42,3.26233333,33.4918203,-80.8556476
469,LOAF N JUG #750010,US-160 & SR-17,Alamosa,CO,803,3.259,37.5780995,-105.7890452
474,KEWANEE 1 STOP,"I-20, EXIT 169 & US-80",Toomsuba,MS,705,3.299,32.418474,-88.5069819
478,GASTRAK OF PEMBINA,"I-29, EXIT 215",Pembina                                 ,ND,355,3.299,48.7530787,-97.5532833
483,ALLSUPS #2387,US-54/SR-136/SR-3 & US-64,Guymon,OK,585,2.97566666,36.6828041,-101.4815493
486,LA NORIA CONV STORES,"I-35 N, EXIT 4",Laredo                                  ,TX,693,3.299,27.5075005,-99.5069922
489,EDDIES CORNER,US-87 & US-191,Moore,MT,815,3.749,46.975523,-109.696854
491,One9 #403,"I-75, EXIT 117",Heiskell,TN,405,2.999,36.081816,-84.0539821
496,PILOT TRAVEL CENTERS #270,"I-40 & I-75, EXIT 374",Knoxville,TN,405,3.439,35.9603948,-83.9210261
509,LOVES TRAVEL STOPS #256,"I-10, EXIT 140B",Van Horn,TX,640,3.649,31.0429718,-104.831628
509,LOVES TRAVEL STOP #256,"I-10, EXIT 140B",Van Horn,TX,640,3.649,31.0429718,-104.831628
522,GO MART FOOD STORE #57,"I-70 & ST-285, EXIT 186",Lore City                               ,OH,430,3.179,39.9847938,-81.4584523
523,CIRCLE K #2723322,"I-985, EXIT 20 & SR-60",Gainesville,GA,18,3.26566666,,
525,FASTBREAK,US-45 ALT,West Point,MS,705,3.059,,
546,PLAZA 30,US-30,Wanatah,IN,365,3.499,41.4305964,-86.898358
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.389,41.3272919,-89.1287636
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.589,41.3272919,-89.1287636
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.449,41.3272919,-89.1287636
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.289,41.3272919,-89.1287636
559,SHELL MORGAN ROAD TRUCK STOP,"I-40, EXIT 142",Maumelle,AR,695,3.20733333,34.856613,-92.4056858
566,TA GARY TRAVEL CENTER,"I-80/I-94, EXIT 6",Gary,IN,365,3.83066666,41.563746,-87.3368691
567,TA ELOY TRAVEL CENTER,"I-10 & I-8, EXIT 203",Eloy,AZ,930,3.459,32.7551703,-111.553493
572,PILOT TRAVEL CENTER #881,"I-69, EXIT 309A",Fort Wayne                              ,IN,370,3.899,41.0799898,-85.1386015
572,PILOT TRAVEL CENTERS #881,"I-69, EXIT 309A",Fort Wayne                              ,IN,370,3.879,41.0799898,-85.1386015
576,PETRO STOPPING CENTER #343,"I-10, EXIT 76",Egan,LA,600,3.624,30.2368713,-92.505969
578,LOVES TRAVEL STOP #449,"I-84, EXIT 17",Troutdale,OR,935,3.779,45.5392862,-122.3873133
579,FLYING J TRAVEL PLAZA #764,"I-80, EXIT 104 & US-191",Rock Springs,WY,835,3.67066666,41.5860557,-109.2194544
586,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",Prosser,WA,925,4.399,46.2067583,-119.76916
586,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",Prosser,WA,925,4.559,46.2067583,-119.76916
588,TA TUSCALOOSA TRAVEL CENTER,"I-20/I-59, EXIT 77",Cottondale,AL,615,2.964,33.1998045,-87.4530148
591,TA Concordia Travel Plaza,"I-70, EXIT 58 & SR-23",Concordia,MO,400,3.22566666,38.9824542,-93.5685013
599,Sapp Bros Travel Center,"I-80, EXIT 59 & SR-17J",Sidney,NE,475,3.50066666,41.1448682,-102.9767382
602,JIFFY MART EXIT 18 TRUCK STOP,"I-89/SR-120, EXIT 18 & SR-120",Lebanon,NH,12,3.599,43.643032,-72.251587
614,TA MAYBROOK TRAVEL CENTER,"I-84, EXIT 5",Montgomery,NY,120,4.359,42.8941269,-74.4099745
628,KWIK FILL #227,"I-90,  EXIT 218",Geneva,OH,305,3.15233333,41.8052539,-80.9476206
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39948962,36.9800563,-85.6121906
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39625375,36.9800563,-85.6121906
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.40695023,36.9800563,-85.6121906
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.40630048,36.9800563,-85.6121906
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39722401,36.9800563,-85.6121906
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.3981947,36.9800563,-85.6121906
636,UNION 76,"I-5, EXIT 233 E",Albany,OR,935,3.379,44.6365071,-123.1059324
651,ONE9 #1366,"I-40, EXIT 126 & US-641",Holladay,TN,460,2.98566666,35.870619,-88.1458719
652,TA KNOXVILLE EAST TRAVEL CENTER,"I-40 & I-75, EXIT 374",Knoxville,TN,405,3.42566666,35.9603948,-83.9210261
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.39948962,40.0955907,-74.9668716
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.59317483,40.0955907,-74.9668716
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.59114784,40.0955907,-74.9668716
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.60163996,40.0955907,-74.9668716
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.59216111,40.0955907,-74.9668716
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.60231851,40.0955907,-74.9668716
669,PETRO STOPPING CENTER #350,"I-10,  EXIT 4",Canutillo,TX,640,3.499,31.9124684,-106.598098
672,CROWN POINT TRUCK STOP,"I-295/US-130,EXIT 22",Thorofare,NJ,150,3.549,39.8539265,-75.1982182
680,TA EXPRESS SUMMIT,"I-29, EXIT 207 & US-12",Summit,SD,566,3.20566666,45.304406,-97.036466
684,7-ELEVEN #35101,"I-86/SR-17, EXIT 16",Randolph,NY,38,4.499,42.162005,-78.975317
689,FLYING EAGLE,"I-235, EXIT 4",Wichita,KS,570,3.499,37.6922361,-97.3375448
692,BP,US-63,Ottumwa,IA,489,3.399,41.0195659,-92.4116886
739,Arco #364420,US-23,Greenup,KY,255,3.649,38.5108112,-82.9180186
748,QUIKTRIP #4231,US-85,Evans,CO,800,3.17233333,40.3772168,-104.6977634
769,AYERCO #26,US-61/US-136,Alexandria,MO,345,3.01566666,40.3594887,-91.455432
815,Kwik Trip #1508,"US-18/SR-151, EXIT 58",Barneveld,WI,420,3.489,43.0153376,-89.8958792
855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.379,42.327724,-87.8394189
855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.499,42.327724,-87.8394189
855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.289,42.327724,-87.8394189
863,Ocean Fuel,US-301/SR-73,Sylvania,GA,195,3.499,32.7504441,-81.636776
906,PILOT TRAVEL CENTERS #429,"I-40, EXIT 280",West Memphis,AR,435,3.499,35.1464797,-90.1845388
906,PILOT TRAVEL CENTER #429,"I-40, EXIT 280",West Memphis,AR,435,3.291,35.1464797,-90.1845388
908,CIRCLE K #2704888,"I-65, EXIT 246 & SR-119",Pelham,AL,615,3.46566666,33.285669,-86.8099884
912,PETRO STOPPING CENTER #319,"I-20/59,  EXIT 100",Mc Calla,AL,615,3.12566666,40.8333582,-80.5455322
936,CASEYS #4254,"I-40, EXIT 129",Conway,AR,695,3.03233333,35.0891932,-92.4398402
970,CIRCLE K #2702885,"I-17/SR-60, EXIT 199A",Phoenix,AZ,930,3.39233333,33.4484367,-112.074141
977,PILOT TRAVEL CENTER #328,"I-10, EXIT 17",Quartzsite,AZ,930,3.959,33.6669903,-114.21681
977,PILOT TRAVEL CENTERS #328,"I-10, EXIT 17",Quartzsite,AZ,930,3.959,33.6669903,-114.21681
981,STINKER #85,"I-15, EXIT 93",Blackfoot,ID,825,3.53233333,43.190039,-112.348357
982,CIRCLE K #2701948,"I-8, EXIT 7 & SR-195",Yuma,AZ,900,3.56566666,32.723268,-114.6179954
1028,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",New Castle,DE,243,3.449,39.6159851,-75.662956
1028,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",New Castle,DE,243,3.399,39.6159851,-75.662956
1042,Union 76,US-441 & SR-100A,Lake City,FL,75,3.56233333,30.1894252,-82.6394803
1043,ONE9 #1401,I-75 EXIT 414  & US-41,Lake City,FL,75,3.259,30.1894252,-82.6394803
1043,SHELL DBA ONE9 #1401,I-75 EXIT 414  & US-41,Lake City,FL,75,3.244,30.1894252,-82.6394803
1047,TA MARIANNA TRAVEL CENTER,"I-10/SR-8, EXIT 142 & SR-71",Marianna,FL,20,3.60733333,30.7743596,-85.2268735
1075,PILOT TRAVEL CENTER #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,85,3.43233333,32.5404447,-82.903754
1075,PILOT TRAVEL CENTERS #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,85,3.399,32.5404447,-82.903754
1106,CIRCLE K #2705367,"I-20, EXIT 172",Thomson,GA,16,3.399,33.4663248,-82.5026089
1112,BC AMPRIDE TRUCK PLAZA,US-59/SR-141,Denison,IA,527,3.399,42.0177718,-95.3553286
1115,KWIK STAR #704,SR-57/SR-14,Parkersburg,IA,565,3.58233333,42.5755594,-92.7870402
1121,TRAVELERS OASIS,"I-84, EXIT 182",Eden,ID,787,3.799,42.6059001,-114.209645
1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.819,42.4286788,-87.9067248
1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.879,42.4286788,-87.9067248
1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.779,42.4286788,-87.9067248
1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.769,42.4286788,-87.9067248
1132,SPEEDWAY #7423,"I-57, EXIT 83",Ina,IL,293,3.249,38.1511606,-88.9039554
1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.399,40.1161471,-87.7783592
1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.499,40.1161471,-87.7783592
1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.599,40.1161471,-87.7783592
1140,CIRCLE K #4701398,"I-55, EXIT 82 & SR-104",Divernon,IL,280,3.499,39.5656082,-89.6573192
1149,PILOT TRAVEL CENTER #30,"I-70, EXIT 96",Greenfield,IN,375,3.959,39.7855096,-85.7681979
1149,PILOT TRAVEL CENTERS #30,"I-70, EXIT 96",Greenfield,IN,375,3.959,39.7855096,-85.7681979
1151,SPEEDWAY #8061,"I-70, EXIT 115 & SR-109",Knightstown,IN,375,3.759,39.7956007,-85.5263629
1154,CIRCLE K #2704691,SR-71 & CR-214,Cedar Creek,TX,595,3.199,30.0113506,-97.6834326
1156,CIRCLE K #4700028,"I-74/US-421, EXIT 116 & SR-44",Shelbyville,IN,375,3.599,39.5214373,-85.7769238
1157,One9 #297,"I-70, EXIT 11 & SR-46",Terre Haute                             ,IN,510,3.43566666,39.4667025,-87.4139119
1158,PILOT TRAVEL CENTERS #36,US-30  & SR-49,Valparaiso,IN,365,3.869,41.4672552,-87.0604487
1158,PILOT TRAVEL CENTER #36,US-30  & SR-49,Valparaiso,IN,365,3.859,41.4672552,-87.0604487
1163,SHORT STOP #13,US-54,Emporia,KS,553,2.839,38.4040054,-96.181623
1176,PILOT TRAVEL CENTERS #353,"I-75, EXIT 129",Georgetown,KY,410,3.20566666,38.2099837,-84.5597128
1179,PILOT TRAVEL CENTERS #399,"I-65, EXIT 105",Lebanon Junction,KY,415,3.609,37.8345086,-85.7319042
1196,SOUTHERN BELLE TRUCK STOP,US-61 & SR-964,Saint Francisville,LA,725,3.384,30.7807244,-91.3763353
1199,ALLTOWN MARKETS #306,"I-190, EXIT 7",Leominster,MA,178,3.68233333,42.5267443,-71.7614891
1202,ONE9 #290,"I-95, EXIT 93 & SR-222",Perryville,MD,22,3.599,39.5594191,-76.0732254
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.549,39.0520902,-88.6029006
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.349,39.0520902,-88.6029006
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.439,39.0520902,-88.6029006
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.399,39.0520902,-88.6029006
1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,465,3.499,42.291707,-85.5872286
1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,465,3.099,42.291707,-85.5872286
1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw                                 ,MI,465,3.599,42.2178171,-85.8911246
1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw                                 ,MI,465,3.559,42.2178171,-85.8911246
1217,KWIK TRIP #250,"I-90, EXIT 179",Austin,MN,515,3.374,43.6679992,-92.9746498
1218,CASEYS #3658,SR-210,Pillager,MN,522,3.299,46.3299668,-94.4741744
1225,AYERCO #35,US-61 & US-61 BUS,Bowling Green,MO,494,3.01566666,39.3419891,-91.1951437
1234,Lamar Travel Plaza,US-71 & US-160,Lamar,MO,416,3.199,37.4950527,-94.2768736
1236,AYERCO #44,US-36 & US-24,Palmyra,MO,494,3.01566666,39.7942213,-91.5232557
1240,TEMP STOP #103,US-65,Sedalia,MO,400,3.199,38.7098314,-93.2295515
1247,SNAPPY MART #11,US-63 & SR-14,West Plains,MO,535,3.299,36.7281652,-91.8525756
1251,MAPCO #3009,US-72,Corinth,MS,435,3.154,34.9343599,-88.5223353
1256,DOUBLE QUICK #89,US-82/US-278,Greenville,MS,655,3.25566666,33.4111051,-91.0635857
1265,JOE JOES TRAVEL CENTER,US-78 & RED BANKS RD S,Red Banks,MS,435,2.97233333,34.8281516,-89.5645253
1304,LOVES TRAVEL STOP #667,"I-85, EXIT 152",Mebane,NC,65,3.94733333,36.0959715,-79.2669619
1315,CIRCLE K #2720218,US-421 BUS & US-15/US-501/US-1,Sanford,NC,177,3.08233333,35.4798757,-79.1802994
1325,SCOTCHMAN #3303,US-421 & US-74,Wilmington,NC,245,3.629,34.2257282,-77.9447107
